Filename,Section,retrieve_chunk,validate_chunk,function,end_to_end_latency
AHT20_2025-04-05-11-49-18.txt,I2C address hexadecimal value,0.5775129795074463,5.785237073898315,2.202693223953247,165.1878833770752
AHT20_2025-04-05-11-49-18.txt,Initialize registers hexadecimal value,0.8190464973449707,10.444393634796143,25.39663028717041,165.1878833770752
AHT20_2025-04-05-11-49-18.txt,Trigger measurement read command hexadecimal value,0.8184401988983154,10.040094137191772,15.7671537399292,165.1878833770752
AHT20_2025-04-05-11-49-18.txt,Sensor data output length in bytes,0.8172168731689453,6.144381761550903,12.083159923553467,165.1878833770752
AHT20_2025-04-05-11-49-18.txt,Sensor measurement data,0.6139945983886719,10.241274356842041,35.839436769485474,165.1878833770752
AHT20_2025-04-05-11-49-18.txt,Formula to convert raw sensor data to measurement units,1.0234229564666748,4.507854223251343,14.539793729782104,165.1878833770752
AHT20_2025-04-05-13-25-55.txt,I2C address hexadecimal value,0.8152084350585938,6.680454730987549,3.0713565349578857,152.87943720817566
AHT20_2025-04-05-13-25-55.txt,Initialize registers hexadecimal value,0.41084742546081543,15.964709758758545,16.389539003372192,152.87943720817566
AHT20_2025-04-05-13-25-55.txt,Trigger measurement read command hexadecimal value,0.6132190227508545,10.558459520339966,20.147095680236816,152.87943720817566
AHT20_2025-04-05-13-25-55.txt,Sensor data output length in bytes,0.42200708389282227,6.757673263549805,11.880967855453491,152.87943720817566
AHT20_2025-04-05-13-25-55.txt,Sensor measurement data,0.6128714084625244,6.142515420913696,31.9486665725708,152.87943720817566
AHT20_2025-04-05-13-25-55.txt,Formula to convert raw sensor data to measurement units,0.6991641521453857,4.829268932342529,14.069585800170898,152.87943720817566
AHT20_2025-04-05-13-37-38.txt,I2C address hexadecimal value,0.5069561004638672,6.961492538452148,2.04707407951355,173.37408471107483
AHT20_2025-04-05-13-37-38.txt,Initialize registers hexadecimal value,0.6169106960296631,20.887959718704224,19.045013189315796,173.37408471107483
AHT20_2025-04-05-13-37-38.txt,Trigger measurement read command hexadecimal value,0.4567983150482178,11.138737201690674,17.28141212463379,173.37408471107483
AHT20_2025-04-05-13-37-38.txt,Sensor data output length in bytes,0.41162729263305664,6.9667840003967285,10.233814716339111,173.37408471107483
AHT20_2025-04-05-13-37-38.txt,Sensor measurement data,0.6142969131469727,12.136784315109253,33.73890447616577,173.37408471107483
AHT20_2025-04-05-13-37-38.txt,Formula to convert raw sensor data to measurement units,1.0278055667877197,6.964779615402222,21.49845862388611,173.37408471107483
AHT20_2025-04-05-13-49-08.txt,I2C address hexadecimal value,1.0545506477355957,5.017457485198975,2.0505905151367188,143.16800093650818
AHT20_2025-04-05-13-49-08.txt,Initialize registers hexadecimal value,0.5108158588409424,10.239288568496704,16.179954051971436,143.16800093650818
AHT20_2025-04-05-13-49-08.txt,Trigger measurement read command hexadecimal value,1.1266775131225586,8.191331386566162,16.07682180404663,143.16800093650818
AHT20_2025-04-05-13-49-08.txt,Sensor data output length in bytes,0.4107990264892578,5.426843881607056,12.08621859550476,143.16800093650818
AHT20_2025-04-05-13-49-08.txt,Sensor measurement data,0.42290282249450684,15.547498941421509,22.63120937347412,143.16800093650818
AHT20_2025-04-05-13-49-08.txt,Formula to convert raw sensor data to measurement units,0.41169214248657227,6.453119993209839,18.32453966140747,143.16800093650818
AHT20_2025-04-05-13-59-10.txt,I2C address hexadecimal value,0.5000686645507812,7.475224018096924,2.398437738418579,151.08367586135864
AHT20_2025-04-05-13-59-10.txt,Initialize registers hexadecimal value,0.44149017333984375,10.368776798248291,25.396408557891846,151.08367586135864
AHT20_2025-04-05-13-59-10.txt,Trigger measurement read command hexadecimal value,0.450305700302124,9.79019832611084,17.25262975692749,151.08367586135864
AHT20_2025-04-05-13-59-10.txt,Sensor data output length in bytes,0.47263216972351074,7.6642374992370605,11.876079559326172,151.08367586135864
AHT20_2025-04-05-13-59-10.txt,Sensor measurement data,0.41143012046813965,7.267833232879639,28.458694458007812,151.08367586135864
AHT20_2025-04-05-13-59-10.txt,Formula to convert raw sensor data to measurement units,0.5167727470397949,4.9163243770599365,14.37793517112732,151.08367586135864
AHT20_2025-04-05-14-10-22.txt,I2C address hexadecimal value,0.403118371963501,6.449530839920044,2.252981424331665,159.1274914741516
AHT20_2025-04-05-14-10-22.txt,Initialize registers hexadecimal value,1.04136323928833,10.017365455627441,20.070183753967285,159.1274914741516
AHT20_2025-04-05-14-10-22.txt,Trigger measurement read command hexadecimal value,1.0256760120391846,26.416897773742676,26.416703462600708,159.1274914741516
AHT20_2025-04-05-14-10-22.txt,Sensor data output length in bytes,0.617764949798584,4.707321643829346,9.392890214920044,159.1274914741516
AHT20_2025-04-05-14-10-22.txt,Sensor measurement data,0.7436175346374512,8.092338800430298,17.52600860595703,159.1274914741516
AHT20_2025-04-05-14-10-22.txt,Formula to convert raw sensor data to measurement units,0.49291133880615234,5.529860019683838,16.989107608795166,159.1274914741516
GY-BMP280_2025-04-05-12-52-36.txt,I2C address hexadecimal value,0.631803035736084,10.668172121047974,3.873643159866333,229.39259552955627
