Filename,Latency for What is the I2C address hexadecimal value? retrieve_chunk,Latency for What is the I2C address hexadecimal value? validate_chunk,Latency for What is the I2C address hexadecimal value? function,Latency for How do you initialize or reset the sensor? Include register addresses or command codes for initialization or soft reset or power-up. retrieve_chunk,Latency for How do you initialize or reset the sensor? Include register addresses or command codes for initialization or soft reset or power-up. validate_chunk,Latency for How do you initialize or reset the sensor? Include register addresses or command codes for initialization or soft reset or power-up. function,Latency for What read command or register hexadecimal value triggers a sensor measurement? Which register address should be pointed to or read from to acquire data? retrieve_chunk,Latency for What read command or register hexadecimal value triggers a sensor measurement? Which register address should be pointed to or read from to acquire data? validate_chunk,Latency for What read command or register hexadecimal value triggers a sensor measurement? Which register address should be pointed to or read from to acquire data? function,Latency for What is the sensor data output length in bytes? retrieve_chunk,Latency for What is the sensor data output length in bytes? validate_chunk,Latency for What is the sensor data output length in bytes? function,"Latency for Where are the sensor measurement values stored in registers or memory? Include register addresses, byte ranges, or bit positions. retrieve_chunk","Latency for Where are the sensor measurement values stored in registers or memory? Include register addresses, byte ranges, or bit positions. validate_chunk","Latency for Where are the sensor measurement values stored in registers or memory? Include register addresses, byte ranges, or bit positions. function","Latency for What is the formula or process for converting raw sensor output values to physical units like temperature, humidity, pressure, or altitude? retrieve_chunk","Latency for What is the formula or process for converting raw sensor output values to physical units like temperature, humidity, pressure, or altitude? validate_chunk","Latency for What is the formula or process for converting raw sensor output values to physical units like temperature, humidity, pressure, or altitude? function",end_to_end_latency
AHT20_2025-04-06-20-23-34.txt,1.144153356552124,5.731172323226929,3.276142120361328,0.92279052734375,7.88423490524292,22.937395095825195,0.4097867012023926,9.479098320007324,55.236767292022705,0.8197076320648193,5.939018249511719,9.217230558395386,0.9206323623657227,7.986732006072998,36.17256259918213,0.592261791229248,9.2127685546875,26.61485981941223,205.5880355834961
AHT20_2025-04-06-20-36-26.txt,0.6098442077636719,9.326802730560303,2.4586591720581055,5.42722487449646,13.619852542877197,26.422056674957275,0.41080760955810547,12.902336359024048,33.279114961624146,0.5220248699188232,6.445162057876587,12.803337335586548,0.6132044792175293,6.964364290237427,32.35970687866211,0.41008520126342773,5.533172369003296,21.071480751037598,192.11678457260132
AHT20_2025-04-06-20-48-59.txt,0.892287015914917,5.285390377044678,2.0499494075775146,0.6123747825622559,9.22080373764038,37.47342848777771,0.5943703651428223,20.048627138137817,53.09235763549805,0.4520754814147949,4.9700026512146,10.840506792068481,0.5282034873962402,8.489994287490845,25.45497441291809,0.4609832763671875,4.302856922149658,26.21286630630493,216.79536080360413
AHT20_2025-04-06-21-02-12.txt,0.7777609825134277,6.965769290924072,2.2991976737976074,0.46284985542297363,8.296681642532349,31.58612871170044,0.9750425815582275,16.386029481887817,32.973793029785156,0.46642422676086426,5.060821056365967,11.880845785140991,0.6145339012145996,7.372782230377197,22.386895179748535,0.5515198707580566,8.908883333206177,27.236297607421875,186.06848549842834
AHT20_2025-04-06-21-15-47.txt,0.7312450408935547,4.9146130084991455,2.0963661670684814,0.46497321128845215,6.961947917938232,21.980194568634033,0.46756744384765625,21.992008924484253,33.07568955421448,0.39068102836608887,6.162204027175903,12.287727117538452,0.45630788803100586,6.602218389511108,25.195173978805542,0.5151011943817139,7.168636083602905,20.783581256866455,173.26857709884644
AHT20_2025-04-06-21-28-12.txt,5.62772274017334,7.265077114105225,2.6085269451141357,0.46376490592956543,8.70638394355774,26.622995615005493,0.42413854598999023,12.304628133773804,45.64619445800781,0.5052609443664551,4.303253412246704,15.766164541244507,0.9275150299072266,9.006704807281494,34.133070945739746,0.8257966041564941,5.233827590942383,18.40707516670227,199.8239917755127
AHT20_2025-04-06-21-43-01.txt,0.47936058044433594,5.837451457977295,5.629403352737427,0.5126798152923584,10.771083116531372,36.12718868255615,0.5170135498046875,19.24797821044922,41.57340621948242,0.45694541931152344,8.55299687385559,27.851341247558594,0.40375685691833496,13.728651285171509,37.58567714691162,0.45235347747802734,5.584675073623657,33.38317561149597,249.76535606384277
AHT20_2025-04-06-21-57-59.txt,1.0473031997680664,6.351888656616211,2.352536678314209,6.347700595855713,5.938498497009277,56.11497712135315,0.5117123126983643,21.708608865737915,50.69209599494934,0.5073065757751465,6.55528450012207,11.778917789459229,0.6104495525360107,7.170971870422363,24.36852216720581,0.494551420211792,6.807694911956787,26.589428186416626,236.75482654571533
AHT20_2025-04-06-22-12-00.txt,0.39639878273010254,5.224403381347656,2.4068729877471924,0.5601997375488281,9.729983806610107,36.758201599121094,1.025231122970581,14.644787311553955,36.667418241500854,0.6100621223449707,6.140756130218506,16.28078007698059,0.41646385192871094,6.851434707641602,16.38447070121765,0.6171455383300781,9.828802108764648,20.48011541366577,186.07320189476013
AHT20_2025-04-06-22-24-44.txt,0.3939065933227539,5.9496846199035645,1.3310768604278564,0.5133693218231201,10.337296485900879,33.41105079650879,0.41811680793762207,10.125558853149414,30.72851538658142,0.5878746509552002,5.1227099895477295,16.58797264099121,0.41001343727111816,10.44576096534729,21.092625617980957,0.8221197128295898,5.533423900604248,65.32726287841797,220.0740053653717
MCP9808_2025-04-06-20-26-59.txt,0.502091646194458,9.622390985488892,3.7893407344818115,0.7176368236541748,23.558420181274414,13.714512348175049,0.8261921405792236,11.360692739486694,46.69219636917114,1.0259950160980225,5.220139026641846,13.004407405853271,0.8580207824707031,11.943492650985718,24.268898725509644,0.40860414505004883,8.15963077545166,34.64367198944092,212.0789442062378
MCP9808_2025-04-06-20-39-38.txt,0.9122931957244873,11.672385215759277,5.7359020709991455,0.41533780097961426,7.980815172195435,10.856996059417725,0.4365715980529785,13.693845510482788,19.14980697631836,0.9248065948486328,7.3756866455078125,8.59719443321228,0.7175965309143066,7.986205816268921,25.47323727607727,0.6417291164398193,9.830743789672852,23.34764575958252,156.70248246192932
MCP9808_2025-04-06-20-52-35.txt,0.9003040790557861,10.444681644439697,10.041487216949463,0.6135756969451904,10.862218141555786,13.301558256149292,0.5100090503692627,15.40529179573059,21.04794216156006,0.7209839820861816,6.231460094451904,11.788739204406738,0.6144871711730957,9.216557025909424,31.379698514938354,0.4674680233001709,8.089818000793457,43.110742807388306,195.69105625152588
MCP9808_2025-04-06-21-05-18.txt,0.4057636260986328,20.57183575630188,3.4904983043670654,0.5021705627441406,13.31126880645752,10.753997802734375,0.6166627407073975,16.47292184829712,14.243404388427734,1.0248360633850098,8.218783617019653,9.803514957427979,0.5122222900390625,10.034568309783936,34.30506610870361,0.6156158447265625,9.2139892578125,54.67731523513794,209.81556344032288
MCP9808_2025-04-06-21-18-41.txt,0.7066013813018799,10.55190134048462,2.55741286277771,0.5112481117248535,10.855549335479736,14.844999074935913,0.5120916366577148,14.182922601699829,38.552512407302856,0.8047220706939697,6.232563495635986,10.399276971817017,0.4823911190032959,9.420402526855469,26.930739879608154,0.41504359245300293,8.289645433425903,44.852900981903076,202.0353364944458
MCP9808_2025-04-06-21-31-32.txt,0.4219362735748291,11.64641523361206,4.798522233963013,0.4036562442779541,11.009975910186768,14.990931510925293,0.5196645259857178,12.152783632278442,47.71875190734863,5.676655054092407,6.4059882164001465,11.877516746520996,0.8228285312652588,9.729023694992065,42.697530031204224,0.6140005588531494,7.372291326522827,48.22942328453064,238.05179953575134
MCP9808_2025-04-06-21-47-11.txt,0.48282957077026367,10.34014630317688,3.177394390106201,0.8178286552429199,20.690051078796387,14.944462537765503,0.5067882537841797,12.809942960739136,20.27065086364746,0.5107712745666504,6.053584337234497,11.685471057891846,0.7980523109436035,10.136929512023926,27.54256510734558,0.45159339904785156,7.022742748260498,39.16101956367493,188.35323238372803
MCP9808_2025-04-06-22-01-56.txt,0.4747653007507324,10.854249715805054,4.913374900817871,0.41777586936950684,13.513873100280762,12.998418092727661,0.4093928337097168,11.468415021896362,51.30316376686096,0.4104735851287842,13.927422761917114,18.63774299621582,2.6591200828552246,8.196007251739502,28.56443762779236,0.4710371494293213,7.620537519454956,32.35872745513916,220.26478266716003
MCP9808_2025-04-06-22-15-06.txt,0.5027143955230713,7.372953653335571,3.1084911823272705,0.580026388168335,12.08078122138977,20.279083967208862,0.5084574222564697,14.849467515945435,41.179471492767334,0.6041131019592285,6.4508912563323975,13.212332487106323,0.40869951248168945,7.374340534210205,23.599177837371826,0.4669051170349121,8.806297540664673,20.99546480178833,183.31032729148865
MCP9808_2025-04-06-22-28-24.txt,0.4969930648803711,13.94006609916687,2.8541812896728516,0.6206793785095215,14.647520303726196,15.046858072280884,0.817166805267334,22.117132663726807,61.338910818099976,0.519500732421875,7.980881929397583,11.878238677978516,0.6147465705871582,9.624904155731201,35.638102769851685,0.5243887901306152,7.660367488861084,26.18651819229126,233.4446427822113
SHT31_2025-04-06-20-17-25.txt,1.20745849609375,9.210977554321289,1.8490173816680908,0.5719602108001709,8.63814902305603,17.1927649974823,0.4200267791748047,9.931837320327759,44.3750901222229,0.47810840606689453,8.702558517456055,8.499135971069336,0.5124187469482422,5.47459864616394,21.755958080291748,0.5579476356506348,5.94216513633728,20.131545066833496,166.3608272075653
SHT31_2025-04-06-20-42-15.txt,0.709202766418457,9.829805135726929,2.0461719036102295,0.6152350902557373,10.449113130569458,16.382652044296265,0.40712809562683105,8.192402601242065,38.30822157859802,1.2201049327850342,6.964850425720215,12.696550607681274,0.433596134185791,5.506859302520752,32.795859575271606,0.48482728004455566,7.745815992355347,20.563762426376343,176.28464889526367
SHT31_2025-04-06-20-55-51.txt,0.3896346092224121,19.2158260345459,2.0275323390960693,0.41794896125793457,10.848029136657715,19.25090742111206,0.510826587677002,9.9341139793396,48.73861742019653,0.5158014297485352,6.758386135101318,11.369981288909912,0.536602258682251,5.400507688522339,24.443945169448853,5.662993669509888,5.641950845718384,22.619118690490723,195.28088688850403
SHT31_2025-04-06-21-08-48.txt,0.8073647022247314,16.480767011642456,2.361459493637085,0.6114342212677002,13.927969694137573,19.350017309188843,0.9233131408691406,12.290335178375244,57.132526874542236,0.514923095703125,7.294409513473511,13.28620958328247,0.612199068069458,4.715012311935425,32.560646295547485,0.6097140312194824,6.757530927658081,25.19129204750061,216.667626619339
SHT31_2025-04-06-21-22-03.txt,0.4805276393890381,14.028018474578857,2.3352885246276855,0.5357680320739746,6.961578130722046,14.5400972366333,0.6131777763366699,10.649771451950073,47.104138135910034,0.40900588035583496,6.553741455078125,7.579935073852539,0.8163137435913086,8.168896436691284,27.26098394393921,0.41181254386901855,5.935978174209595,23.774224519729614,179.00742626190186
SHT31_2025-04-06-21-35-30.txt,0.47731685638427734,22.321531057357788,3.069215774536133,0.5229067802429199,13.030011892318726,17.371142148971558,0.511497974395752,9.870260238647461,50.23987579345703,0.5116972923278809,7.271081447601318,9.423956394195557,0.6099836826324463,8.7266685962677,34.48589110374451,0.6145799160003662,6.181736946105957,19.10989236831665,205.41352558135986
SHT31_2025-04-06-21-50-19.txt,0.8598697185516357,22.42328929901123,3.279207706451416,0.5085809230804443,12.110559225082397,31.306575536727905,0.7173867225646973,14.437394618988037,52.43079400062561,0.6183362007141113,9.825779676437378,9.730541229248047,1.0203967094421387,5.7021098136901855,17.951585054397583,0.6181864738464355,7.37354302406311,21.18540072441101,213.14542603492737
SHT31_2025-04-06-22-05-36.txt,0.6189208030700684,12.350380897521973,2.657578945159912,0.5127038955688477,14.438535213470459,24.372206926345825,0.8246181011199951,10.843192100524902,54.58186912536621,5.734320878982544,6.65765643119812,10.954514741897583,0.5152614116668701,6.141818046569824,20.41695785522461,0.6793622970581055,6.3448216915130615,28.749624490737915,208.3563747406006
SHT31_2025-04-06-22-18-10.txt,0.4006030559539795,11.774994850158691,1.9000065326690674,0.42682385444641113,8.942456007003784,15.050296068191528,0.544447660446167,10.721431732177734,48.54567098617554,0.5081784725189209,8.702521562576294,8.159233808517456,0.5998215675354004,6.192406415939331,27.957080841064453,0.4123408794403076,9.111355781555176,18.538223266601562,179.5218563079834
SHT31_2025-04-06-22-32-17.txt,0.9144706726074219,11.059630393981934,2.8654870986938477,0.4108009338378906,9.835747957229614,23.752976894378662,0.6159193515777588,8.395146369934082,44.6487135887146,0.8210124969482422,22.534409999847412,10.33280611038208,0.5122458934783936,6.758918046951294,26.31617522239685,0.629709005355835,7.428514003753662,25.22245478630066,204.01993703842163
TMP102_2025-04-06-20-30-31.txt,0.4990086555480957,14.133894205093384,2.6627066135406494,0.5107557773590088,7.8821845054626465,9.218232154846191,0.5107884407043457,7.70061469078064,19.434693098068237,0.5015153884887695,10.91335415840149,9.576927661895752,0.38895392417907715,8.094013929367065,15.89869737625122,0.8093314170837402,5.221774339675903,30.726279735565186,145.61914229393005
